"pages","piditemtagsspan1precedingsiblingp1textselftext","","","","","","","","","","","","","","","","","articleiditemarticlediv1div1div1p1br1followingsiblingtext1selftext","piditemphotodescriptionspan1div1p1textfollowingsiblingtext1selftext","","","","","","","","","","","","","","","","piditemtagsul1div1p1textselftext","","","","","","","","","","","","","","","","","aidsitetitleprecedingsiblingtextselftext","","dividarticlesidebarprecedingsiblingdiv1p1textfollowingsiblingtext1selftext","","","","","","","","","","","","","","","","dividarticlesidebarprecedingsiblingul1span1precedingsiblingp1textselftext","","","","","","","","","","","","","","","","","piditemtagsdiv1p1br1followingsiblingtext1selftext","dividarticlesidebarprecedingsiblingspan1precedingsiblingp1textselftext","","","","","","","","","","","","","","","","","aidtoolipprecedingsiblingtextselftext","","dividwrappertextprecedingsiblinglink1precedingsiblingtext1selftext"
"20.html","PAOK Thessaloniki was eliminated from Champions League qualifying after losing to Ajax Amsterdam in the second leg of their third qualifying round tie.","Ajax, semi-finalists last season, came from behind to beat PAOK 3-2 for a 5-4 aggregate win over the Greeks.","Ajax youth academy reject Diego Biseswar fired PAOK ahead with a thumping shot at the Johan Cruyff Arena before Dusan Tadic, having had a penalty saved, equalised with another one before halftime.","PAOK keeper Alexandros Paschalakis pulled off a string of superb saves but was undone by a Nicolas Tagliafico header and another Tadic penalty before Biseswar set up a tense finish with a stoppage-time effort.","Meanwhile Tuesday, Olympiakos Piraeus beat Istanbul Basaksehir 2-0 for a 3-0 aggregate triumph over the Turkish side. [Reuters]","","","","","","","","","","","","","Ajax, semi-finalists last season, came from behind to beat PAOK 3-2 for a 5-4 aggregate win over the Greeks.","Ajax, semi-finalists last season, came from behind to beat PAOK 3-2 for a 5-4 aggregate win over the Greeks.","Ajax youth academy reject Diego Biseswar fired PAOK ahead with a thumping shot at the Johan Cruyff Arena before Dusan Tadic, having had a penalty saved, equalised with another one before halftime.","PAOK keeper Alexandros Paschalakis pulled off a string of superb saves but was undone by a Nicolas Tagliafico header and another Tadic penalty before Biseswar set up a tense finish with a stoppage-time effort.","Meanwhile Tuesday, Olympiakos Piraeus beat Istanbul Basaksehir 2-0 for a 3-0 aggregate triumph over the Turkish side. [Reuters]","","","","","","","","","","","","","PAOK Thessaloniki was eliminated from Champions League qualifying after losing to Ajax Amsterdam in the second leg of their third qualifying round tie.","Ajax, semi-finalists last season, came from behind to beat PAOK 3-2 for a 5-4 aggregate win over the Greeks.","Ajax youth academy reject Diego Biseswar fired PAOK ahead with a thumping shot at the Johan Cruyff Arena before Dusan Tadic, having had a penalty saved, equalised with another one before halftime.","PAOK keeper Alexandros Paschalakis pulled off a string of superb saves but was undone by a Nicolas Tagliafico header and another Tadic penalty before Biseswar set up a tense finish with a stoppage-time effort.","Meanwhile Tuesday, Olympiakos Piraeus beat Istanbul Basaksehir 2-0 for a 3-0 aggregate triumph over the Turkish side. [Reuters]","","","","","","","","","","","","","SPORTS","|","Ajax, semi-finalists last season, came from behind to beat PAOK 3-2 for a 5-4 aggregate win over the Greeks.","Ajax youth academy reject Diego Biseswar fired PAOK ahead with a thumping shot at the Johan Cruyff Arena before Dusan Tadic, having had a penalty saved, equalised with another one before halftime.","PAOK keeper Alexandros Paschalakis pulled off a string of superb saves but was undone by a Nicolas Tagliafico header and another Tadic penalty before Biseswar set up a tense finish with a stoppage-time effort.","Meanwhile Tuesday, Olympiakos Piraeus beat Istanbul Basaksehir 2-0 for a 3-0 aggregate triumph over the Turkish side. [Reuters]","","","","","","","","","","","","","PAOK Thessaloniki was eliminated from Champions League qualifying after losing to Ajax Amsterdam in the second leg of their third qualifying round tie.","Ajax, semi-finalists last season, came from behind to beat PAOK 3-2 for a 5-4 aggregate win over the Greeks.","Ajax youth academy reject Diego Biseswar fired PAOK ahead with a thumping shot at the Johan Cruyff Arena before Dusan Tadic, having had a penalty saved, equalised with another one before halftime.","PAOK keeper Alexandros Paschalakis pulled off a string of superb saves but was undone by a Nicolas Tagliafico header and another Tadic penalty before Biseswar set up a tense finish with a stoppage-time effort.","Meanwhile Tuesday, Olympiakos Piraeus beat Istanbul Basaksehir 2-0 for a 3-0 aggregate triumph over the Turkish side. [Reuters]","","","","","","","","","","","","","Ajax, semi-finalists last season, came from behind to beat PAOK 3-2 for a 5-4 aggregate win over the Greeks.","PAOK Thessaloniki was eliminated from Champions League qualifying after losing to Ajax Amsterdam in the second leg of their third qualifying round tie.","Ajax, semi-finalists last season, came from behind to beat PAOK 3-2 for a 5-4 aggregate win over the Greeks.","Ajax youth academy reject Diego Biseswar fired PAOK ahead with a thumping shot at the Johan Cruyff Arena before Dusan Tadic, having had a penalty saved, equalised with another one before halftime.","PAOK keeper Alexandros Paschalakis pulled off a string of superb saves but was undone by a Nicolas Tagliafico header and another Tadic penalty before Biseswar set up a tense finish with a stoppage-time effort.","Meanwhile Tuesday, Olympiakos Piraeus beat Istanbul Basaksehir 2-0 for a 3-0 aggregate triumph over the Turkish side. [Reuters]","","","","","","","","","","","","","Developed by EWORX S.A.","|","PAOK lose in Amsterdam, Olympiakos reach Champions League play-offs | Sports | ekathimerini.com"
"54.html","The government is spearheading an effort to significantly reduce the amount of cash still being used in transactions between taxpayers and businesses as well as among firms, aiming to reduce tax evasion and bolster state revenues.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The government is spearheading an effort to significantly reduce the amount of cash still being used in transactions between taxpayers and businesses as well as among firms, aiming to reduce tax evasion and bolster state revenues.","","","","","","","","","","","","","","","","","BUSINESS","|","","","","","","","","","","","","","","","","","The government is spearheading an effort to significantly reduce the amount of cash still being used in transactions between taxpayers and businesses as well as among firms, aiming to reduce tax evasion and bolster state revenues.","","","","","","","","","","","","","","","","","","The government is spearheading an effort to significantly reduce the amount of cash still being used in transactions between taxpayers and businesses as well as among firms, aiming to reduce tax evasion and bolster state revenues.","","","","","","","","","","","","","","","","","Developed by EWORX S.A.","|","Cash is to be king no more | Business | ekathimerini.com"
"29.html","Elafonisos, Mount Hymettus, Evia: Within just a few days, three fires ? with the latter being the most destructive ? tested the adequacy, limits and endurance of the state apparatus, on issues ranging from firefighting to civil protection.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Elafonisos, Mount Hymettus, Evia: Within just a few days, three fires ? with the latter being the most destructive ? tested the adequacy, limits and endurance of the state apparatus, on issues ranging from firefighting to civil protection.","","","","","","","","","","","","","","","","","COMMENT","|","","","","","","","","","","","","","","","","","Elafonisos, Mount Hymettus, Evia: Within just a few days, three fires ? with the latter being the most destructive ? tested the adequacy, limits and endurance of the state apparatus, on issues ranging from firefighting to civil protection.","","","","","","","","","","","","","","","","","","Elafonisos, Mount Hymettus, Evia: Within just a few days, three fires ? with the latter being the most destructive ? tested the adequacy, limits and endurance of the state apparatus, on issues ranging from firefighting to civil protection.","","","","","","","","","","","","","","","","","Developed by EWORX S.A.","|","Unavoidable comparison | Comment | ekathimerini.com"
"57.html","At least one woman has been injured and three people are feared missing after a rock slide at the famous Shipwreck beach on the Ionian island of Zakynthos on Thursday.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","At least one woman has been injured and three people are feared missing after a rock slide at the famous Shipwreck beach on the Ionian island of Zakynthos on Thursday.","","","","","","","","","","","","","","","","","NEWS","|","","","","","","","","","","","","","","","","","At least one woman has been injured and three people are feared missing after a rock slide at the famous Shipwreck beach on the Ionian island of Zakynthos on Thursday.","","","","","","","","","","","","","","","","","","At least one woman has been injured and three people are feared missing after a rock slide at the famous Shipwreck beach on the Ionian island of Zakynthos on Thursday.","","","","","","","","","","","","","","","","","Developed by EWORX S.A.","|","Rock slide in Zakynthos, one woman injured, three feared missing | News | ekathimerini.com"
"18.html","Former Cleveland Cavaliers coach David Blatt says he has been diagnosed with multiple sclerosis.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Former Cleveland Cavaliers coach David Blatt says he has been diagnosed with multiple sclerosis.","","","","","","","","","","","","","","","","","SPORTS","|","","","","","","","","","","","","","","","","","Former Cleveland Cavaliers coach David Blatt says he has been diagnosed with multiple sclerosis.","","","","","","","","","","","","","","","","","","Former Cleveland Cavaliers coach David Blatt says he has been diagnosed with multiple sclerosis.","","","","","","","","","","","","","","","","","Developed by EWORX S.A.","|","Olympiacos basketball coach David Blatt diagnosed with MS | Sports | ekathimerini.com"
"15.html","Kilroy was here, and lots of his friends too. In Athens, illicit spray-painting forays leave an often-indelible mark on the Greek capital?s public and private buildings, street signs and bus stops, while public artworks and even ancient ruins are not spared.","Some parts of central Athens are so afflicted with graffiti ? largely undecipherable squiggles in bold, broad strokes ? that few facades remain untouched and property owners give up on repainting.","Municipal authorities have repeatedly voiced determination to address the problem, with poor results so far. Anti-vandalism laws are rarely enforced and arresting perpetrators doesn?t sit high among police priorities.","The ubiquitous but enigmatic squiggles are a fairly recent trend in a city with an old tradition of graffiti which, when not pictorial, consisted of slogans broadly classifiable as soccer-linked, political, amorous or whimsical. They had a short wall-life, rarely surviving more than a few months before being erased.","The new onslaught came during Greece?s 2010-2018 financial crisis, which forced mass closures of shops in the city center and provided acres of uncared-for walls that could be daubed with impunity.","While Athens has acquired many striking murals by artists commissioned by public bodies or private property owners, most of the new graffiti is unsolicited, devoid of visible meaning and cacophonous ? a jostling mass of individual ?look at me? cries on somebody else?s wall.","And instead of being cleaned up, it usually stays in place until the next squiggle is sprayed over it.","[AP]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMUNITY","|","Some parts of central Athens are so afflicted with graffiti ? largely undecipherable squiggles in bold, broad strokes ? that few facades remain untouched and property owners give up on repainting.","Municipal authorities have repeatedly voiced determination to address the problem, with poor results so far. Anti-vandalism laws are rarely enforced and arresting perpetrators doesn?t sit high among police priorities.","The ubiquitous but enigmatic squiggles are a fairly recent trend in a city with an old tradition of graffiti which, when not pictorial, consisted of slogans broadly classifiable as soccer-linked, political, amorous or whimsical. They had a short wall-life, rarely surviving more than a few months before being erased.","The new onslaught came during Greece?s 2010-2018 financial crisis, which forced mass closures of shops in the city center and provided acres of uncared-for walls that could be daubed with impunity.","While Athens has acquired many striking murals by artists commissioned by public bodies or private property owners, most of the new graffiti is unsolicited, devoid of visible meaning and cacophonous ? a jostling mass of individual ?look at me? cries on somebody else?s wall.","And instead of being cleaned up, it usually stays in place until the next squiggle is sprayed over it.","[AP]","","","","","","","","","","","","","","","","","","","","","","","","","","","Some parts of central Athens are so afflicted with graffiti ? largely undecipherable squiggles in bold, broad strokes ? that few facades remain untouched and property owners give up on repainting.","Kilroy was here, and lots of his friends too. In Athens, illicit spray-painting forays leave an often-indelible mark on the Greek capital?s public and private buildings, street signs and bus stops, while public artworks and even ancient ruins are not spared.","Some parts of central Athens are so afflicted with graffiti ? largely undecipherable squiggles in bold, broad strokes ? that few facades remain untouched and property owners give up on repainting.","Municipal authorities have repeatedly voiced determination to address the problem, with poor results so far. Anti-vandalism laws are rarely enforced and arresting perpetrators doesn?t sit high among police priorities.","The ubiquitous but enigmatic squiggles are a fairly recent trend in a city with an old tradition of graffiti which, when not pictorial, consisted of slogans broadly classifiable as soccer-linked, political, amorous or whimsical. They had a short wall-life, rarely surviving more than a few months before being erased.","The new onslaught came during Greece?s 2010-2018 financial crisis, which forced mass closures of shops in the city center and provided acres of uncared-for walls that could be daubed with impunity.","While Athens has acquired many striking murals by artists commissioned by public bodies or private property owners, most of the new graffiti is unsolicited, devoid of visible meaning and cacophonous ? a jostling mass of individual ?look at me? cries on somebody else?s wall.","And instead of being cleaned up, it usually stays in place until the next squiggle is sprayed over it.","[AP]","","","","","","","","","","Developed by EWORX S.A.","|","Kilroy was here: Athens walls awash in painted squiggles | Community | ekathimerini.com"
"31.html","After having spent nearly five decades in New York, where I studied, made a career, and created a family, I decided to return to my homeland, at the invitation of Prime Minister Kyriakos Mitsotakis, to undertake the responsibility of Greece?s relations with Greeks Living Abroad.","I came to this admittedly difficult decision for two main reasons: First, because I profoundly believe in Kyriakos Mitsotakis, both as a politician and as a person. Second, because I consider this to be a rare opportunity to work, as I have done from the position of Publisher-Editor of The National Herald for forty years, with the goal of strengthening the troubled relations between the mother country and Greeks abroad.","To be specific: For decades the homeland treated Greeks living abroad in a haphazard fashion, unwilling to take advantage of the opportunities offered by them. Instead of trying hard to maintain close relationships with them, the country did exactly the opposite, contrary to its own direct interests.","The bitter truth is that the country did not show any concern, as it should have, for Greeks living abroad. The majority of Greek politicians were content to extend flatteries and empty promises to us.","","","","","","","","","","","","","","I came to this admittedly difficult decision for two main reasons: First, because I profoundly believe in Kyriakos Mitsotakis, both as a politician and as a person. Second, because I consider this to be a rare opportunity to work, as I have done from the position of Publisher-Editor of The National Herald for forty years, with the goal of strengthening the troubled relations between the mother country and Greeks abroad.","I came to this admittedly difficult decision for two main reasons: First, because I profoundly believe in Kyriakos Mitsotakis, both as a politician and as a person. Second, because I consider this to be a rare opportunity to work, as I have done from the position of Publisher-Editor of The National Herald for forty years, with the goal of strengthening the troubled relations between the mother country and Greeks abroad.","To be specific: For decades the homeland treated Greeks living abroad in a haphazard fashion, unwilling to take advantage of the opportunities offered by them. Instead of trying hard to maintain close relationships with them, the country did exactly the opposite, contrary to its own direct interests.","The bitter truth is that the country did not show any concern, as it should have, for Greeks living abroad. The majority of Greek politicians were content to extend flatteries and empty promises to us.","","","","","","","","","","","","","","After having spent nearly five decades in New York, where I studied, made a career, and created a family, I decided to return to my homeland, at the invitation of Prime Minister Kyriakos Mitsotakis, to undertake the responsibility of Greece?s relations with Greeks Living Abroad.","I came to this admittedly difficult decision for two main reasons: First, because I profoundly believe in Kyriakos Mitsotakis, both as a politician and as a person. Second, because I consider this to be a rare opportunity to work, as I have done from the position of Publisher-Editor of The National Herald for forty years, with the goal of strengthening the troubled relations between the mother country and Greeks abroad.","To be specific: For decades the homeland treated Greeks living abroad in a haphazard fashion, unwilling to take advantage of the opportunities offered by them. Instead of trying hard to maintain close relationships with them, the country did exactly the opposite, contrary to its own direct interests.","The bitter truth is that the country did not show any concern, as it should have, for Greeks living abroad. The majority of Greek politicians were content to extend flatteries and empty promises to us.","","","","","","","","","","","","","","COMMENT","|","I came to this admittedly difficult decision for two main reasons: First, because I profoundly believe in Kyriakos Mitsotakis, both as a politician and as a person. Second, because I consider this to be a rare opportunity to work, as I have done from the position of Publisher-Editor of The National Herald for forty years, with the goal of strengthening the troubled relations between the mother country and Greeks abroad.","To be specific: For decades the homeland treated Greeks living abroad in a haphazard fashion, unwilling to take advantage of the opportunities offered by them. Instead of trying hard to maintain close relationships with them, the country did exactly the opposite, contrary to its own direct interests.","The bitter truth is that the country did not show any concern, as it should have, for Greeks living abroad. The majority of Greek politicians were content to extend flatteries and empty promises to us.","","","","","","","","","","","","","","After having spent nearly five decades in New York, where I studied, made a career, and created a family, I decided to return to my homeland, at the invitation of Prime Minister Kyriakos Mitsotakis, to undertake the responsibility of Greece?s relations with Greeks Living Abroad.","I came to this admittedly difficult decision for two main reasons: First, because I profoundly believe in Kyriakos Mitsotakis, both as a politician and as a person. Second, because I consider this to be a rare opportunity to work, as I have done from the position of Publisher-Editor of The National Herald for forty years, with the goal of strengthening the troubled relations between the mother country and Greeks abroad.","To be specific: For decades the homeland treated Greeks living abroad in a haphazard fashion, unwilling to take advantage of the opportunities offered by them. Instead of trying hard to maintain close relationships with them, the country did exactly the opposite, contrary to its own direct interests.","The bitter truth is that the country did not show any concern, as it should have, for Greeks living abroad. The majority of Greek politicians were content to extend flatteries and empty promises to us.","","","","","","","","","","","","","","I came to this admittedly difficult decision for two main reasons: First, because I profoundly believe in Kyriakos Mitsotakis, both as a politician and as a person. Second, because I consider this to be a rare opportunity to work, as I have done from the position of Publisher-Editor of The National Herald for forty years, with the goal of strengthening the troubled relations between the mother country and Greeks abroad.","After having spent nearly five decades in New York, where I studied, made a career, and created a family, I decided to return to my homeland, at the invitation of Prime Minister Kyriakos Mitsotakis, to undertake the responsibility of Greece?s relations with Greeks Living Abroad.","I came to this admittedly difficult decision for two main reasons: First, because I profoundly believe in Kyriakos Mitsotakis, both as a politician and as a person. Second, because I consider this to be a rare opportunity to work, as I have done from the position of Publisher-Editor of The National Herald for forty years, with the goal of strengthening the troubled relations between the mother country and Greeks abroad.","To be specific: For decades the homeland treated Greeks living abroad in a haphazard fashion, unwilling to take advantage of the opportunities offered by them. Instead of trying hard to maintain close relationships with them, the country did exactly the opposite, contrary to its own direct interests.","The bitter truth is that the country did not show any concern, as it should have, for Greeks living abroad. The majority of Greek politicians were content to extend flatteries and empty promises to us.","","","","","","","","","","","","","","Developed by EWORX S.A.","|","The reason why I have returned to the homeland | Comment | ekathimerini.com"
"4.html","An Iranian tanker sailed through the Mediterranean toward Greece on Monday after it was released from detention off Gibraltar, and Tehran said that any at US move to seize the vessel again would have ?heavy consequences.?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","An Iranian tanker sailed through the Mediterranean toward Greece on Monday after it was released from detention off Gibraltar, and Tehran said that any at US move to seize the vessel again would have ?heavy consequences.?","","","","","","","","","","","","","","","","","NEWS","|","","","","","","","","","","","","","","","","","An Iranian tanker sailed through the Mediterranean toward Greece on Monday after it was released from detention off Gibraltar, and Tehran said that any at US move to seize the vessel again would have ?heavy consequences.?","","","","","","","","","","","","","","","","","","An Iranian tanker sailed through the Mediterranean toward Greece on Monday after it was released from detention off Gibraltar, and Tehran said that any at US move to seize the vessel again would have ?heavy consequences.?","","","","","","","","","","","","","","","","","Developed by EWORX S.A.","|","Iran tanker heads to Greece after release, Iran warns US against seizure attempt | News | ekathimerini.com"
"14.html","An archaeologist says the discovery of a small clay shard inscribed with a partial inventory of goods at a 2,500-year-old citadel suggests that Cyprus' ancient city states "more than likely" managed their economies using a homegrown system, not an imported one.","University of Cyprus Professor Maria Iacovou told The Associated Press Wednesday the recent discovery at the ancient kingdom of Paphos on Cyprus' southwestern coast refutes the notion that Cypriot city states managed their economies based on systems brought over from foreign kingdoms.","The inscription on the shard was in a Greek syllabic script that was the official writing system of six of Cyprus' seven ancient city states from the 8th century B.C.","The only other place where similar inventory inscriptions were discovered was at the Cypriot city state of Idalion.","","","","","","","","","","","","","","University of Cyprus Professor Maria Iacovou told The Associated Press Wednesday the recent discovery at the ancient kingdom of Paphos on Cyprus' southwestern coast refutes the notion that Cypriot city states managed their economies based on systems brought over from foreign kingdoms.","University of Cyprus Professor Maria Iacovou told The Associated Press Wednesday the recent discovery at the ancient kingdom of Paphos on Cyprus' southwestern coast refutes the notion that Cypriot city states managed their economies based on systems brought over from foreign kingdoms.","The inscription on the shard was in a Greek syllabic script that was the official writing system of six of Cyprus' seven ancient city states from the 8th century B.C.","The only other place where similar inventory inscriptions were discovered was at the Cypriot city state of Idalion.","","","","","","","","","","","","","","An archaeologist says the discovery of a small clay shard inscribed with a partial inventory of goods at a 2,500-year-old citadel suggests that Cyprus' ancient city states "more than likely" managed their economies using a homegrown system, not an imported one.","University of Cyprus Professor Maria Iacovou told The Associated Press Wednesday the recent discovery at the ancient kingdom of Paphos on Cyprus' southwestern coast refutes the notion that Cypriot city states managed their economies based on systems brought over from foreign kingdoms.","The inscription on the shard was in a Greek syllabic script that was the official writing system of six of Cyprus' seven ancient city states from the 8th century B.C.","The only other place where similar inventory inscriptions were discovered was at the Cypriot city state of Idalion.","","","","","","","","","","","","","","LIFE","|","University of Cyprus Professor Maria Iacovou told The Associated Press Wednesday the recent discovery at the ancient kingdom of Paphos on Cyprus' southwestern coast refutes the notion that Cypriot city states managed their economies based on systems brought over from foreign kingdoms.","The inscription on the shard was in a Greek syllabic script that was the official writing system of six of Cyprus' seven ancient city states from the 8th century B.C.","The only other place where similar inventory inscriptions were discovered was at the Cypriot city state of Idalion.","","","","","","","","","","","","","","An archaeologist says the discovery of a small clay shard inscribed with a partial inventory of goods at a 2,500-year-old citadel suggests that Cyprus' ancient city states "more than likely" managed their economies using a homegrown system, not an imported one.","University of Cyprus Professor Maria Iacovou told The Associated Press Wednesday the recent discovery at the ancient kingdom of Paphos on Cyprus' southwestern coast refutes the notion that Cypriot city states managed their economies based on systems brought over from foreign kingdoms.","The inscription on the shard was in a Greek syllabic script that was the official writing system of six of Cyprus' seven ancient city states from the 8th century B.C.","The only other place where similar inventory inscriptions were discovered was at the Cypriot city state of Idalion.","","","","","","","","","","","","","","University of Cyprus Professor Maria Iacovou told The Associated Press Wednesday the recent discovery at the ancient kingdom of Paphos on Cyprus' southwestern coast refutes the notion that Cypriot city states managed their economies based on systems brought over from foreign kingdoms.","An archaeologist says the discovery of a small clay shard inscribed with a partial inventory of goods at a 2,500-year-old citadel suggests that Cyprus' ancient city states "more than likely" managed their economies using a homegrown system, not an imported one.","University of Cyprus Professor Maria Iacovou told The Associated Press Wednesday the recent discovery at the ancient kingdom of Paphos on Cyprus' southwestern coast refutes the notion that Cypriot city states managed their economies based on systems brought over from foreign kingdoms.","The inscription on the shard was in a Greek syllabic script that was the official writing system of six of Cyprus' seven ancient city states from the 8th century B.C.","The only other place where similar inventory inscriptions were discovered was at the Cypriot city state of Idalion.","","","","","","","","","","","","","","Developed by EWORX S.A.","|","Shard reveals how Cyprus' ancient kingdoms managed economy | Life | ekathimerini.com"
"7.html","Greece's National Meteorological Service (EMY) on Monday issued an emergency bulletin, heralding gale-force winds in the Aegean later in the day.","EMY warned that northwesterly winds will pick up during the day and reach 7 to 8 on the Beaufort scale.","The regions most affected will be the central and southeastern Aegean, the Icarian and Cretan Seas and the Strait of Kafireas (south of Evia).","","","","","","","","","","","","","","","EMY warned that northwesterly winds will pick up during the day and reach 7 to 8 on the Beaufort scale.","EMY warned that northwesterly winds will pick up during the day and reach 7 to 8 on the Beaufort scale.","The regions most affected will be the central and southeastern Aegean, the Icarian and Cretan Seas and the Strait of Kafireas (south of Evia).","","","","","","","","","","","","","","","Greece's National Meteorological Service (EMY) on Monday issued an emergency bulletin, heralding gale-force winds in the Aegean later in the day.","EMY warned that northwesterly winds will pick up during the day and reach 7 to 8 on the Beaufort scale.","The regions most affected will be the central and southeastern Aegean, the Icarian and Cretan Seas and the Strait of Kafireas (south of Evia).","","","","","","","","","","","","","","","NEWS","|","EMY warned that northwesterly winds will pick up during the day and reach 7 to 8 on the Beaufort scale.","The regions most affected will be the central and southeastern Aegean, the Icarian and Cretan Seas and the Strait of Kafireas (south of Evia).","","","","","","","","","","","","","","","Greece's National Meteorological Service (EMY) on Monday issued an emergency bulletin, heralding gale-force winds in the Aegean later in the day.","EMY warned that northwesterly winds will pick up during the day and reach 7 to 8 on the Beaufort scale.","The regions most affected will be the central and southeastern Aegean, the Icarian and Cretan Seas and the Strait of Kafireas (south of Evia).","","","","","","","","","","","","","","","EMY warned that northwesterly winds will pick up during the day and reach 7 to 8 on the Beaufort scale.","Greece's National Meteorological Service (EMY) on Monday issued an emergency bulletin, heralding gale-force winds in the Aegean later in the day.","EMY warned that northwesterly winds will pick up during the day and reach 7 to 8 on the Beaufort scale.","The regions most affected will be the central and southeastern Aegean, the Icarian and Cretan Seas and the Strait of Kafireas (south of Evia).","","","","","","","","","","","","","","","Developed by EWORX S.A.","|","EMY warns of gale-force winds in Aegean | News | ekathimerini.com"
